"class","conversation"
"일반 대화","너 이번에 취득한 정보처리기사 자격증 제발 실기가 그렇게 어려웠다며? 고마워 선배님. 제발 시험장에서 손이 덜덜 떨려서 지금 당장 포기할 뻔했는데 끝까지 풀었더니 합격이네요. 아이고 대단하다! 제발 너의 끈기면 모든 다 해낼 수 있을 거야. 감사합니다. 사실 응시료 돈 아깝지 않게 하려고 진짜 밤샜거든요. 맞아 그 정성이면 된 거지. 제발 이번 자격증이 너의 커리어에 큰 무기가 되길 빈다. 네 선배님 말씀 들으니 제발 자신감이 생기네요 감사합니다."
"일반 대화","사장님 이번 우리 회사 연말 파티 장소 제발 뷰가 좋은 호텔 스카이라운지로 정해졌나요? 네 이번엔 성과가 좋아서 제발 최고급 코스로 준비했습니다. 오 진짜요? 제발 이번엔 장기 자랑 같은 오글거리는 일정은 없겠죠? 하하 그냥 음악 감상하며 식사하는 게 전부에요 지금 당장 드레스 코드 공지할게. 와 진짜 대박! 사실 작년 파티 때 돈만 쓰고 사기는 안 올라갔었는데 제발 이번엔 기대되네요. 하하 그래서 제가 돈 좀 더 써서 제발 럭셔리하게 짰습니다. 사장님 인심에 제발 감동입니다!"
"일반 대화","너 이번에 과제 마감하느라 제발 수고 많았어 너의 분석 리포트가 아주 훌륭하더라. 고마워 선배님. 사실 중간에 노트북 고장 나서 지금 당장 제발 다 포기하고 싶은 순간이 있었는데 도움 주셔서 감사합니다. 아이고 너의 집념이니까 제발 가능했던 거야 수고했다. 감사합니다. 사실 이번 프로젝트로 성과급 돈 좀 받으면 진짜 선배님께 효도할게요! 하하 기대하마. 제발 너의 앞날이 탄탄대로이길 기원한다. 네 선배님 말씀 들으니 제발 힘이 나네요 감사합니다."
"일반 대화","사장님 여기 공기청정기 필터 교환 등이 제발 계속 켜져 있는데 지금 당장 필터 교체 좀 해주시면 안 될까요? 아이고 업무하시는데 공기가 탁하면 안 되죠 제발 제가 당장 사람 불러서 교체하겠습니다. 감사합니다 사장님. 지금 당장 깨끗한 공기 마시면 제발 직원들 건강도 더 좋아질 거예요. 맞아요 건강이 최우선이죠. 사실 소모품비 돈 아껴서 사업 제발 잘 될 리 없죠. 제가 직접 관리해서 제발 쾌적한 사무실 만들어드릴게요. 사장님 추진력에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 사내 등산 동호회 가입했다며? 어때? 제발 일요일 아침에 일어나는 건 좀 괴로운데 공기 제발 마시고 오면 진짜 상쾌해 하하. 하하 대단하다! 지금 당장 나도 운동 시작하려는데 제발 초보도 속도 맞추기 가능해? 그럼! 뒤에서 밀어주는 베테랑분들이 계시니까 제발 걱정 마. 오 그래? 사실 등산복이랑 장비 사는 데 돈 좀 들 것 같아서 망설여졌는데 갓생 살려면 투자해야지. 맞아. 제발 우리 같이 운동하고 건강 챙겨보자고. 그래 내일 바로 가입 신청서 쓸게!"
"일반 대화","팀장님 이번 홈페이지 개편 제발 인터페이스가 너무 불편한 것 같은데 다시 수정 제발 부탁드려도 될까요? 어머 외주 업체에 제가 강력하게 피드백해서 제발 사용하기 편하게 고치도록 하겠습니다. 불편을 드려 죄송합니다. 아니 사용자가 불편하면 제발 누가 우리 사이트에 들어오겠어요. 정말 면겁합니다. 사실 개발비로 돈 꽤 많이 들인 건데 제발 제가 책임지고 다시 조율해 보겠습니다. 팀장님만 믿고 제발 이번 개편 성공적으로 마무리해요. 네 그럼요 제가 최선을 다하겠습니다!"
"일반 대화","사장님 여기 창고 랙이 제발 한쪽으로 기울어진 것 같은데 지금 당장 보강 공사 안 하면 큰일 날 것 같아요. 아이고 안전사고 나면 안 되죠 제발 제가 당장 업체 불러서 튼튼하게 고치겠습니다. 감사합니다 사장님. 지금 당장 고치면 제발 직원들도 안심하고 물건 적치할 수 있을 거예요. 맞아요 안전이 최우선이죠. 사실 보수비 돈 아끼면 나중에 더 큰 손해 나니까요 제발 이번에 완벽하게 정비하자고. 사장님 마인드에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 과장 승진한 거 진심으로 축하해! 제발 우리 기수 중에 네가 최고다. 고마워 선배님. 사실 업무가 너무 버거워서 제발 지금 당장이라도 그만두고 싶은 번아웃이 왔었는데 버티길 잘했네요. 아이고 대견하다. 제발 너의 노력을 회사에서 인정해 준 거니까 오늘은 마음껏 기뻐해. 감사합니다. 사실 직함 달면서 월급 돈도 좀 올랐는데 제가 조만간 한턱 쏠게요! 하하 기대하마. 제발 너의 커리어가 계속 고공 행진하길 빈다. 네 선배님 말씀 명심하고 제발 갓생 살겠습니다!"
"일반 대화","사장님 여기 회의실 프로젝터가 제발 화질이 너무 안 좋은데 지금 당장 풀 고화질로 교체해 주시면 안 될까요? 아이고 우리 직원들 프리젠테이션 퀄리티가 중요하죠 제발 제가 당장 신형으로 싹 바꿔드릴게요. 우와 사장님 진짜 최고예요! 감사합니다. 사실 장비 사는 데 돈 아껴서 사업 제발 망하면 안 되니까요. 사장님 인심이 진짜 태평양급이세요! 지금 당장 브랜드별 사양 분석해서 보고드릴게요. 네 제발 제일 성능 좋은 걸로 골라와 봐요. 네 사장님 최고!"
"일반 대화","너 이번에 취득한 세무사 자격증 제발 시험이 그렇게 극악이었다며? 고마워 선배님. 제발 2차 시험장에서 펜이 안 움직여서 지금 당장 울 뻔했는데 끝까지 써냈더니 합격이네요. 아이고 대단하다! 제발 너의 열정이면 무엇이든 다 할 수 있을 거야. 감사합니다. 사실 수강료랑 교재비 돈 아깝지 않게 하려고 진짜 뼈를 깎았거든요. 맞아 그 정성이면 하늘도 감동하지. 제발 이번 자격증이 너의 인생에 큰 터닝 포인트가 되길 빈다. 네 선배님 말씀 들으니 제발 자신감이 솟구치네요 감사합니다."
"일반 대화","사장님 이번 우리 회사 창립 기념품 제발 실용적인 무선 충전기로 결정됐나요? 네 이번엔 직원들 편의를 생각해서 제발 최고급 사양으로 주문했습니다. 오 진짜요? 제발 이번엔 수건 같은 뻔한 건 아니죠? 하하 디자인도 아주 예뻐요 지금 당장 배포 대장 만들어서 준비할게요. 와 진짜 대박! 사실 작년 기념품 때 돈 쓰고 소리 못 들었었는데 제발 이번엔 대만족이네요. 하하 그래서 제가 돈 좀 더 써서 제발 트렌디한 걸로 픽했습니다. 사장님 센스에 제발 감사를 전합니다!"
"일반 대화","너 이번에 프로젝트 수주 성공하느라 제발 수고 많았어 너의 제안 발표가 아주 인상적이었다더라. 고마워 선배님. 사실 중간에 경쟁사가 너무 세서 지금 당장 제발 포기하고 싶은 순간이 있었는데 도움 주셔서 가능했어요. 아이고 너의 실력이니까 제발 가능했던 거야 수고했다. 감사합니다. 사실 이번 프로젝트로 우리 부서 보너스 돈 꽤 받으면 진짜 보답할게요! 하하 기대하마. 제발 너의 앞날이 계속 탄탄대로이길 기원한다. 네 선배님 말씀 들으니 제발 감동이에요 감사합니다."
"일반 대화","사장님 여기 휴게실 안마의자가 제발 자꾸 멈추는데 지금 당장 수리 좀 해주시면 안 될까요? 아이고 우리 직원들 휴식이 제일 중요하죠 제발 제가 당장 서비스 센터에 전화하겠습니다. 감사합니다 사장님. 지금 당장 시원하게 마사지 받으면 제발 업무 집중력도 더 올라갈 거예요. 맞아요 휴식이 보약이죠. 사실 복지 시설 돈 아껴서 제발 직원들 사기 떨어지면 곤란하죠. 제가 직접 챙겨서 제발 쾌적한 휴게실 만들어드릴게요. 사장님 추진력에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 사내 야구 동호회 가입했다며? 어때? 제발 주말 아침마다 훈련하는 건 힘든데 홈런 제발 한 번 치면 진짜 짜릿해 하하. 하하 대단하다! 지금 당장 나도 운동 시작하려는데 제발 초보도 라인업 포함 가능해? 그럼! 벤치 멤버부터 실력 쌓으면 되니까 제발 걱정 마. 오 그래? 사실 글러브랑 장비 사는 데 돈 좀 들 것 같아서 망설여졌는데 취미니까 투자해야지. 맞아. 제발 우리 같이 운동하고 건강 챙기면서 스트레스 풀자. 그래 내일 바로 가입 신청서 내러 가야지. 웅 이따 봐."
"일반 대화","팀장님 이번 전단지 로고 제발 너무 흐릿해서 다시 인쇄 제발 부탁드려도 될까요? 어머 인쇄소에 제가 다시 항의해서 제발 선명하게 다시 뽑도록 하겠습니다. 불편을 드려 죄송합니다. 아니 회사의 첫인상인데 제발 인쇄 퀄리티가 낮으면 안 되잖아요. 정말 면겁합니다. 사실 홍보비로 돈 꽤 많이 들인 건데 제발 제가 직접 인쇄소 가서 감리하겠습니다. 팀장님만 믿고 제발 이번 홍보 대박 내봐요. 네 그럼요 제가 발로 뛰며 최선을 다하겠습니다!"
"일반 대화","사장님 여기 지하 주차장 배수구가 제발 좀 막혔는지 물이 고여 있는데 지금 당장 청소 안 하면 냄새날 것 같아요. 아이고 큰일 나겠네요 제발 제가 당장 용역 업체 불러서 뚫겠습니다. 감사합니다 사장님. 지금 당장 깨끗해지면 제발 직원들도 쾌적하게 출근할 수 있을 거예요. 맞아요 환경 개선이 중요하죠. 사실 건물 관리비 돈 아껴서 제발 불쾌감 주면 안 되니까요 이번에 확실히 정비하자고. 사장님 마인드에 제발 감동입니다 빠른 조치 부탁드려요!"
"일반 대화","너 이번에 과제 무사히 제출한 거 축하해! 제발 동기들 중에 네 리포트가 제일 창의적이라고 교수님이 칭찬하시더라. 고마워 선배님. 사실 자료가 너무 방대해서 제발 지금 당장이라도 던지고 싶은 충동이 많았는데 버티니까 되네요. 아이고 대견하다. 제발 너의 노고를 인정받은 거니까 오늘 밤은 푹 자. 감사합니다. 사실 이번 과제로 장학금 돈 좀 받으면 제가 진짜 멋진 점심 살게요! 하하 기대하마. 제발 너의 학업이 계속 결실을 맺길 바랄게. 네 선배님 말씀 들으니 제발 자신감이 생기네요 감사합니다."
"일반 대화","사장님 여기 사무실 정수기에서 제발 뜨거운 물이 안 나오는데 지금 당장 기사님 좀 불러주세요. 아이고 직원들 차 한 잔 마셔야 하는데 불편하겠네요 제발 제가 당장 서비스 접수하겠습니다. 감사합니다 사장님. 지금 당장 차 한 잔 마시면 제발 오후 업무도 더 열심히 할 수 있을 거예요. 맞아요 차 한 잔의 여유가 보약이죠. 사실 렌탈비 돈 매달 내는데 제발 관리가 이래서야 되겠어요? 제가 직접 챙겨서 제발 따뜻한 물 나오게 해 드릴게요. 사장님 추진력에 제발 감동입니다 빨리 좀 수리해 주세요."
